Id;Nombre;Autor;Comprar;Regalar;Descargar
105186;Paramore;Misery Business;10;0;0
105188;Rap Muevelo Mijita;Muevelo Original Version;2;0;0
105187;Coro Muevelo Muy Rico;Muevelo Original Version;3;0;0
105190;Teenager;My Chemical Romance;4;0;0
105191;Mienteme;Olga Tanon;9;2;0
105194;I Caught Myself;Paramore;1;0;0
105196;That What You Get;Paramore;20;1;0
105195;Ignorance;Paramore;7;1;0
105193;Decode;Paramore;22;2;0
105192;crushcrushcrush;Paramore;3;0;0
105197;Ni Tu Ni Yo Feat Paquita la del Barrio;Ricardo Arjona;2;0;0
105198;Nia Buena;Ricardo Arjona;11;2;0
105199;Sin mi sin Ti;Ricardo Arjona;62;3;0
105200;Besa mi vida;Ricardo Montaner;62;0;0
105201;Es asi es asi;Ricardo Montaner;1;0;0
105202;Tan enamorados;Ricardo Montaner;176;6;0
105203;Yo puedo hacer que tus tristezas;Ricardo Montaner;104;7;0
105206;Si tu no estas aqui;Rosana;310;11;0
105207;Sin miedo;Rosana;4;0;0
105204;A fuego lento;Rosana;3;0;0
105205;El talisman;Rosana;6;0;0
105208;For Your Babies;Simply Red;11;0;0
105210;Stars;Simply Red;8;0;0
105209;Something Got Me Started;Simply Red;1;0;0
105212;I remember you;Skid Row;2;0;0
105211;18 And Life;Skid Row;5;0;0
105219;Slo Mo Ringback;Tego Calderon;7;0;0
105215;Extremidades Ringback;Tego Calderon;21;1;0
105216;Llevatelo Todo Ringback;Tego Calderon;3;0;0
105218;Pon La Cara Ringback;Tego Calderon;11;1;0
105217;Payaso Featuring Eddie Dee Voltio Ringback;Tego Calderon;4;0;0
105213;A Mi Papa Ringback;Tego Calderon;4;0;0
105214;Bureo Bureo Ringback;Tego Calderon;5;0;0
105223;Summer Hair Forever Young;The academy;5;1;0
105222;His Girl Friday;The academy;3;0;0
105220;About A Girl;The academy;8;1;0
105221;Everithing we had;The academy;4;0;0
105224;Hello I love you;The Doors;28;3;0
105225;Go jump;Van Halen;85;1;0
105228;Vidas paralelas;Ximena Sarinana;58;3;0
105226;Mediocre;Ximena Sarinana;3;1;0
105227;Normal;Ximena Sarinana;6;0;0
