NipoWorld;;;;;
Id;Nombre;Autor;Comprar;Regalar;Descargar
105460;Careful;Paramore;4;2;0
105462;Looking Up;Paramore;3;0;0
105463;Misguided Ghosts;Paramore;5;0;0
105194;I Caught Myself;Paramore;2;0;0
105195;Ignorance;Paramore;89;7;0
105199;Sin mi sin Ti;Ricardo Arjona;5;0;0
105197;Ni Tu Ni Yo Feat Paquita la del Barrio;Ricardo Arjona;2;0;0
105405;Tocando Fondo-;Ricardo Arjona;272;17;0
105203;Yo puedo hacer que tus tristezas;Ricardo Montaner;10;1;0
105200;Besa mi vida;Ricardo Montaner;5;0;0
105201;Es asi es asi;Ricardo Montaner;3;0;0
105202;Tan enamorados;Ricardo Montaner;31;1;0
105206;Si tu no estas aqui;Rosana;268;14;0
105208;For Your Babies;Simply Red;2;0;0
105210;Stars;Simply Red;6;0;0
105211;18 And Life;Skid Row;3;0;0
105212;I remember you;Skid Row;5;1;0
105217;Payaso Featuring Eddie Dee Voltio Ringback;Tego Calderon;1;0;0
105220;About A Girl;The academy;4;1;0
105224;Hello I love you;The Doors;30;2;0
105467;Solo tu feat Raquel del Rosario;Vallin;6;1;0
105466;Fragilidad feat Joy;Vallin;6;1;0
105225;Go jump;Van Halen;67;2;0
104524;Extra;Wazzup;4;0;0
104517;Burning;Wazzup;4;0;0
105228;Vidas paralelas;Ximena Sarinana;1;0;0
Total;;;9097;471;0
