NipoWorld;;;;;
Id;Nombre;Autor;Comprar;Regalar;Descargar
105401;Dont trust me Benny Blanco Remix Feat Kid Cudi;3OH!3;1;1;0
104705;Cuando Nadie Me Ve;Alejandro Sanz;2;0;0
104709;Eres Mia;Alejandro Sanz;1;0;0
104700;Amiga Mia;Alejandro Sanz;4;0;0
104701;Aquello Que Me Diste;Alejandro Sanz;1;0;0
104717;La Margarita Dijo No;Alejandro Sanz;1;0;0
104703;Corazon Partio;Alejandro Sanz;17;0;0
105402;Looking for paradise;Alejandro Sanz feat. Alicia Keys;9;0;0
105104;Mil horas;Alex Ubago;0;1;0
105105;Por siempre en mi mente;Alex Ubago;4;1;0
105102;Aunque no te pueda ver;Alex Ubago;561;23;0
105103;Me arrepiento;Alex Ubago;738;27;0
105101;A gritos de esperanza;Alex Ubago;99;5;0
105106;Te amo mas que a un mundo nuevo;Alexander;35;3;0
105109;Loco Calamaro;Andres Calamaro;3;0;0
105108;Flaca;Andres Calamaro;12;1;0
105110;Its alright;Ashley Tisdale;3;0;0
105112;Mi primer millon;Bacilos;8;0;0
105113;Tabaco y chanel;Bacilos;39;0;0
105111;Caraluna;Bacilos;4;0;0
105116;Vuelvo;Beto Cuevas;3;0;0
105115;Hablame;Beto Cuevas;98;3;0
105433;Tu no sabes que tanto con Alex Ubago Directo 09;Carlos Baute;3;0;0
105403;Colgando en tus manos (Remix) feat Marta Sanchez;Carlos Baute;410;20;0
105118;Colgando en tus manos;Carlos Baute;1008;38;0
105125;Perfecta ocasion Remix;Casa de leones;11;1;0
105126;Que Paso Yal;Casa de leones;1;0;0
105127;Rastrillera Remix;Casa de leones;1;0;0
105120;A Veces Pienso;Casa de leones;1;0;0
105128;Yo Se;Casa de leones;1;0;0
105124;No Te Veo;Casa de leones;44;2;0
105404;Meet Me On The Equinox;Death Cab For Cutie;2;1;0
105132;Right Round Featuring Keha;Flo Rida;21;1;0
105133;New York New York Master Ringback;Frank Sinatra;8;0;0
105137;Know Your Enemys;Green Day;11;1;0
105114;Basket Case;Green Day;3;1;0
105135;American Idiot;Green Day;6;1;0
105141;When I Come Around;Green Day;11;0;0
105139;She;Green Day;4;0;0
105136;Boulevard Of Broken Dream;Green Day;74;1;0
105134;21 Guns;Green Day;63;2;0
105140;The Simpsons Theme;Green Day;28;1;0
104722;Adelantando;Jarabe De Palo;2;1;0
105143;Lucky;Jason Mraz;16;0;0
