Id;Nombre;Autor;Comprar;Regalar;Descargar
104734;Invece no;Laura Pausini;102;2;0
105154;Un hecho obvio;Laura Pausini;3;0;0
104735;Black Dog;Led Zeppelin;136;1;0
105155;In the end;Linkin Park;620;11;0
105157;New Divide So Give Me Reason;Linkin Park;410;4;0
105158;Shadow Of The Day;Linkin Park;115;0;0
105156;Leave Out All The Rest;Linkin Park;173;2;0
105164;No se tu pero yo;Luis Miguel;58;0;0
105163;La misma de ayer la incondicional;Luis Miguel;105;2;0
105167;Te desean;Luis Miguel;6;0;0
105447;Si te vas ROCAsound mix;Luis Miguel;3;0;0
105161;El Dia Que Me Quiera;Luis Miguel;10;0;0
105168;Tengo Todo Excepto A Ti;Luis Miguel;24;0;0
105162;Entregate;Luis Miguel;3;0;0
105160;Dicen;Luis Miguel;3;0;0
105453;Revolver feat Lil Wayne;Madonna;3;0;0
105169;Four minutes;Madonna;7;0;0
105450;Celebration Haven t I Seen You Somewhere Before;Madonna;14;0;0
105452;Celebration;Madonna;14;0;0
105175;Vivir sin aire En vivo;Mamut;7;0;0
105177;Labios compartidos En vivo;Mana;298;4;0
105172;Si no te hubieras ido En vivo 2;Mana;596;9;0
105171;Dejame entrar En vivo;Mana;3;0;0
105170;Clavado en un bar En vivo;Mana;20;2;0
105174;Si no te hubieras ido En vivo 4;Mana;3;0;0
105173;Si no te hubieras ido En vivo 3;Mana;24;0;0
105454;Me gustas tu;Manu Chao;34;0;0
105185;Si Tu No Vuelves shakira;Miguel Bose;3;0;0
105181;Morena mia;Miguel Bose;17;1;0
105179;Como Un Lobo;Miguel Bose;7;0;0
105456;Mentira 2;Mijares;3;0;0
105482;Prisionero;Miranda;129;1;0
105477;Mentia;Miranda;10;0;0
105472;Don;Miranda;27;1;0
105186;Paramore;Misery Business;159;3;0
105190;Teenager;My Chemical Romance;41;0;0
105189;Desolation Row;My Chemical Romance;7;0;0
105191;Mienteme;Olga Tanon;3;0;0
105193;Decode;Paramore;227;6;0
105194;I Caught Myself;Paramore;7;1;0
105195;Ignorance;Paramore;115;4;0
105465;Where The Lines Overlap;Paramore;14;0;0
105461;Feeling Sorry;Paramore;3;0;0
105464;The Only Exception;Paramore;34;0;0
105196;That What You Get;Paramore;71;1;0
105192;crushcrushcrush;Paramore;44;1;0
105463;Misguided Ghosts;Paramore;3;1;0
105459;Brick By Boring Brick;Paramore;266;1;0
105460;Careful;Paramore;14;0;0
105199;Sin mi sin Ti;Ricardo Arjona;1819;8;0
105197;Ni Tu Ni Yo Feat Paquita la del Barrio;Ricardo Arjona;317;2;0
105405;Tocando Fondo-;Ricardo Arjona;1162;14;0
105198;Nia Buena;Ricardo Arjona;302;2;0
105201;Es asi es asi;Ricardo Montaner;37;0;0
105202;Tan enamorados;Ricardo Montaner;47;0;0
105200;Besa mi vida;Ricardo Montaner;3;0;0
105203;Yo puedo hacer que tus tristezas;Ricardo Montaner;24;1;0
105204;A fuego lento;Rosana;13;0;0
105206;Si tu no estas aqui;Rosana;739;8;0
105205;El talisman;Rosana;7;0;0
105210;Stars;Simply Red;17;0;0
105212;I remember you;Skid Row;14;4;0
105216;Llevatelo Todo Ringback;Tego Calderon;3;0;0
105224;Hello I love you;The Doors;64;0;0
105225;Go jump;Van Halen;132;1;0
;;;26688;306;
