Id;Nombre;Autor;Comprar;Regalar;Descargar
104708;Ellos Son Asi;Alejandro Sanz;2;0;0
104706;Duelo Al Amanecer;Alejandro Sanz;3;0;0
104700;Amiga Mia;Alejandro Sanz;34;3;0
104714;Hay Un Universo De Pequeas Cosas;Alejandro Sanz;5;0;0
104710;Es Este Amor;Alejandro Sanz;3;0;0
104709;Eres Mia;Alejandro Sanz;3;0;0
104703;Corazon Partio;Alejandro Sanz;163;6;0
104701;Aquello Que Me Diste;Alejandro Sanz;8;1;0
104699;12 por 8;Alejandro Sanz;2;0;0
104705;Cuando Nadie Me Ve;Alejandro Sanz;30;2;0
104704;Al olvido invito yo;Alejandro Sanz;1;0;0
104702;Completamente Loca;Alejandro Sanz;5;1;0
104715;Hicimos Un Trato;Alejandro Sanz;6;1;0
104717;La Margarita Dijo No;Alejandro Sanz;6;0;0
104707;El Alma Al Aire;Alejandro Sanz;20;3;0
104716;Hoy llueve hoy duele;Alejandro Sanz;3;1;0
104712;Ese Ultimo Momento;Alejandro Sanz;4;0;0
104711;Ese Que Me Dio La Vida;Alejandro Sanz;1;0;0
104713;Eso;Alejandro Sanz;13;0;0
104719;One Of The Brightest Stars;James Blunt;3;0;0
104724;Ole;James Blunt;5;0;0
104721;Shine On;James Blunt;6;0;0
104718;Ill Take Everything Intro;James Blunt;5;0;0
104720;One Of The Brightest Stars Intro;James Blunt;20;0;0
104725;Amate y salvate;Jarabe De Palo;12;0;0
104727;Aqui;Jarabe De Palo;38;4;0
104723;Blablabla;Jarabe De Palo;4;0;0
104722;Adelantando;Jarabe De Palo;14;0;0
104726;Animal;La Ley;5;1;0
104728;Cielo Market;La Ley;3;0;0
104730;Mentira;La Ley;438;16;0
104733;Vi;La Ley;10;0;0
104732;Verano espacial;La Ley;11;0;0
104731;Tanta Ciudad;La Ley;7;0;0
104729;Delirando;La Ley;8;0;0
104734;Invece no;Laura Pausini;687;29;0
104735;Black Dog;Led Zeppelin;37;0;0
104541;Risas;Wazzup;22;0;0
104542;Saltando;Wazzup;24;5;0
104543;Seguir esperando;Wazzup;35;2;0
104521;Doctor;Wazzup;1;0;0
104526;Hombre Lobo;Wazzup;3;0;0
104523;ABC;Wazzup;2;0;0
104522;Donde esta el telefono;Wazzup;8;2;0
104524;Extra;Wazzup;10;0;0
104525;Hola hola;Wazzup;2;0;0
104547;Te van a contestaR;Wazzup;23;2;0
104519;Cumpleanos;Wazzup;5;3;0
104534;Pajarito2;Wazzup;6;1;0
104530;Locutor;Wazzup;6;0;0
104533;No Desesperes;Wazzup;43;0;0
104535;Perez;Wazzup;8;0;0
