NipoWorld;;;;;
Id;Nombre;Autor;Comprar;Regalar;Descargar
105464;The Only Exception;Paramore;3;0;0
105196;That What You Get;Paramore;45;2;0
105463;Misguided Ghosts;Paramore;6;0;0
105460;Careful;Paramore;10;0;0
105465;Where The Lines Overlap;Paramore;9;0;0
105193;Decode;Paramore;135;7;0
105458;All I Wanted;Paramore;2;0;0
105462;Looking Up;Paramore;0;0;0
105198;Nia Buena;Ricardo Arjona;22;1;0
105199;Sin mi sin Ti;Ricardo Arjona;386;13;0
105405;Tocando Fondo-;Ricardo Arjona;319;11;0
105197;Ni Tu Ni Yo Feat Paquita la del Barrio;Ricardo Arjona;2;1;0
105201;Es asi es asi;Ricardo Montaner;0;0;0
105203;Yo puedo hacer que tus tristezas;Ricardo Montaner;2;0;0
105200;Besa mi vida;Ricardo Montaner;2;0;0
105202;Tan enamorados;Ricardo Montaner;6;0;0
105206;Si tu no estas aqui;Rosana;156;5;0
105204;A fuego lento;Rosana;1;0;0
105208;For Your Babies;Simply Red;0;0;0
105210;Stars;Simply Red;1;0;0
105212;I remember you;Skid Row;0;0;0
105211;18 And Life;Skid Row;1;0;0
105216;Llevatelo Todo Ringback;Tego Calderon;0;0;0
105217;Payaso Featuring Eddie Dee Voltio Ringback;Tego Calderon;0;0;0
105213;A Mi Papa Ringback;Tego Calderon;0;0;0
105218;Pon La Cara Ringback;Tego Calderon;0;0;0
105220;About A Girl;The academy;2;0;0
105223;Summer Hair Forever Young;The academy;0;0;0
105224;Hello I love you;The Doors;21;1;0
105225;Go jump;Van Halen;21;1;0
105228;Vidas paralelas;Ximena Sarinana;0;0;0
;;;7156;304;
