alcatel_elle_n1_ver1,3782
alcatel_one_touch_303a,3973
alcatel_one_touch_556,101
alcatel_one_touch_708a,4041
alcatel_one_touch_c552a,781
alcatel_one_touch_c651,1128
alcatel_one_touch_c652,1192
alcatel_one_touch_c717,2682
alcatel_one_touch_s521a,4214
alcatel_one_touch_s853,695
alcatel_th4_ver1,98
benq_a500,814
benq_m300,336
benq_s660c,327
benq-siemens_ef81,955
benq-siemens_s88_ver1,1307
rim_blackberry_7100,1169
rim_blackberry_7290,648
blackberry8100_sub42020111,715
blackberry_8110,2954
rim_blackberry_8120,2295
rim_blackberry_8220,3466
rim_blackberry_8300,1158
blackberry8310_ver1,2579
rim_blackberry_8320,2518
blackberry_8520,4172
rim_blackberry_8700,1135
rim_blackberry_8800,2088
rim_blackberry_8900,3890
blackberry9000_ver1,3323
rim_blackberry_9500,3892
rim_blackberry_9530,3893
blackberry_9700,4219
elle_glamphone_n3,787
ericsson_t200,72
ezio_ez400,
ezio_ez600,
ezio_ez700,2080
hp_ipaq_hw6515,1531
htc_p3451,3104
htc_p5500_touch_dual,2870
htc_s621_ver1,2863
huawei_u1205,
innostream_55,2012
lg_c1300,1129
lg_c1300i,2817
lg_c1500,962
lg_c2000,963
lg_ce110,2748
lg_cu400,2404
lg_cu500,820
lg_cu515,2750
lg_cu575,2751
lg_cu720,2718
lg_cu920,3867
lg_g4010,1794
lg_g4011,1795
lg_g4015,670
lg_gb250,4038
lg_gd330,3943
lg_gm310,3894
lg_kc550_ver1,3432
lg_kc910Qa,3451
lg_ke970,2241
lg_ke990,3380
lg_kf240,3756
lg_kf311,3701
lg_kf350_ver1,3700
lg_kf510_ver1,3257
lg_kf600,3379
lg_kf600d_ver1,3255
lg_kg290,2109
lg_kg300,904
lg_kg800,823
lg_kg920,2601
lg_km380,3437
lg_km500_ver1,2690
lg_km710,3743
lg_km900,3865
lg_kp110,3256
lg_kp215_ver1,3148
lg_kp500,3702
lg_kp570_ver1,3970
lg_ku990,2876
lg_l1400_ver1,977
lg_me591,982
lg_me770,3415
lg_me970,983
lg_me970d_ver1,3416
lg_mg101,985
lg_mg200_ver1_sub10,601
lg_mg220,2753
lg_mg230d,3053
lg_mg280d,2764
lg_mg280d_ver1,2764
lg_mg800_ver1,1823
lg_mg810,671
lg_mu550,3374
lg_tu515,3751
lg_tu575,3020
lg_tu720,3361
motorola_a1200,2087
mot_a1200eam_ver1,1182
mot_a1200i_ver1,1182
motorola_a1200r,1182
motorola_a820,1599
motorola_a830,1600
motorola_c168i,2805
motorola_c200,34
motorola_c261,651
motorola_c331,3
motorola_c333,35
motorola_c350,36
motorola_c380,353
motorola_c381p,354
motorola_c385,394
motorola_c650,225
motorola_c698p,467
motorola_e2,3841
motorola_e365,86
motorola_e380,37
motorola_e398,414
mot_e8_ver1,1624
motorola_em25,3922
mot_em28_ver1,3584
motorola_em30,3969
motorola_em35,3923
motorola_f3,3095
mot_k1_ver1,705
motorola_l2,1633
mot_l6_ver1,597
mot_l6i_ver1,942
mot_pebl_ver1,610
motorola_q11-gsm,4194
motorola_q9,2724
mot_rokr_e2_sub0e3048r,3841
mot_l7_ver1,472
motorola_t191,1618
motorola_t193,1631
motorola_t720,124
mot_u9_ver1_subr6632g,1170
motorola_v171,347
motorola_v172,362
motorola_v173_,1643
motorola_v177,1644
motorola_v180,220
motorola_v185,516
motorola_v195,795
motorola_v220,221
motorola_v226,519
motorola_v235,466
motorola_v237,2130
mot_v3_ver1_suboe4079r,314
motorola_v300,38
motorola_v365,1003
motorola_v3e,989
motorola_v3i,422
motorola_v3t,949
motorola_v3x,593
motorola_v3xv,1001
motorola_v3xx,825
mot_v551_ver1,303
motorola_v555,397
mot_v557p_ver1,475
motorola_v60,167
motorola_v60_ver1,2
motorola_v600,84
motorola_v60i,2
motorola_v620,310
motorola_v66,166
motorola_v66i,258
motorola_v8,2115
motorola_v80,1611
mot_v8xx_ver1,2115
motorola_v9,2077
motorola_v975,372
motorola_w220,778
motorola_w230,2277
motorola_w231,3920
motorola_w233,2577
motorola_w270,2577
motorola_w370,2132
motorola_w375,797
motorola_w388,3409
mot_w396_ver1,3329
mot_w5_0800,2253
mot_w510_ver1,830
mot_w6_ver1,3809
mot_z3_ver1,784
mot_z6_ver1,2116
motorola_z9,2594
motorola_zn200,3924
motorola_zn5,3485
nokia_1100,56
nokia_1108,436
nokia_1110,640
nokia_1112,641
nokia_1680_classic,3794
nokia_1680c_ver1_sub2b,3328
nokia_2330_classic,3945
nokia_2600,337
nokia_2610,675
nokia_2630_ver1,1185
nokia_2650,265
nokia_2651,363
nokia_2660_ver1,2145
nokia_2760_ver1,2146
nokia_3100,28
nokia_3110_classic,2371
nokia_3120,60
nokia_3120c_ver_2_sub0716,3367
nokia_3120b,60
nokia_3200,30
nokia_3220_ver1,268
nokia_3230,423
nokia_3250_ver1,676
nokia_3300,80
nokia_3410,69
nokia_3500_ver1_sub0660,2502
nokia_3555c_ver1,3143
nokia_3595,150
nokia_3650,54
nokia_5070b_ver1,2317
nokia_5130,1253
nokia_5130_xpressmusic,3942
nokia_5140,62
nokia_5200_ver1,704
nokia_5220_expressmusic_ver1,3681
nokia_5300_ver1,753
nokia_5310_xpressmusic_ver1,2540
nokia_5320_xpressmusic,3344
nokia_5610expressmusic_ver1,2150
nokia_5700_ver1,2158
nokia_5800_xpressmusic,3517
nokia_6010,1210
nokia_6020,424
nokia_6030,426
nokia_6061_ver1,655
nokia_6070,742
nokia_6080,743
nokia_6085_ver1,744
nokia_6100,32
nokia_6101_ver1,338
nokia_6103_ver1,678
nokia_6111_ver_sub0370,679
nokia_6120_classic,209
nokia_6120c_ver1_subua,2420
nokia_6125,698
nokia_6126,754
nokia_6131_ver1,699
nokia_6133,907
nokia_6170,377
nokia_6220,132
nokia_6230_ver1,137
nokia_6230i_ver1,427
nokia_6234,756
nokia_6260,428
nokia_6263,2695
nokia_6280,564
nokia_6288,763
nokia_6300_ver1,909
nokia_6500,1228
nokia_6500_classic,2884
nokia_6555c_ver1,2153
nokia_6600,63
nokia6600f,3289
nokia6600s,3400
nokia_6610,66
nokia_6630,430
nokia_6650,133
nokia_6670,431
nokia_6680,433
nokia_6682,484
nokia_6800,64
nokia_6820,139
nokia_6822,479
nokia_7190,1235
nokia_7210,134
nokia_7250i,31
nokia_7260,343
nokia_7280,1236
nokia_7360,751
nokia_7370,764
nokia_7373,765
nokia_7610,67
nokia_7610_supernova_ver1,3386
nokia_8390,1240
nokia_8800,553
nokia_8801,608
nokia_8910,3496
nokia_9300,653
nokia_e50,767
nokia_e61i,2162
nokia_e65_sub106331801,913
nokia_e71_ver1_subua,3387
nokia_e71x_ver1,3859
nokia_n70_ver1,482
nokia_n72,752
nokia_n73_ver1_20628001,703
nokia_n75_ver1,770
nokia_n77,2160
nokia_n78_ver1,3141
nokia_n79,3535
nokia_n81,2161
nokia_n85_ver1_plain,3473
nokia_n91,483
nokia_n93,772
nokia_n93_ver1,772
nokia_n95,773
nokia_n97_ver1,3903
nokia_n-gage,53
o2_x1i,
palmone_treo_680,1197
panasonic_g50,111
panasonic_g60,113
panasonic_vs2,1941
panasonic_vs3,1942
panasonic_vs7,1943
panasonic_x500,869
panasonic_x700,344
pantech_1200,2044
pg_1210_ver1,2045
pantech_1310v,3259
pantech_1610,2053
pg_1810_ver1,2054
pantech_3810,2063
pantech_6100,2064
pantech_6200,2065
pantech_c300,2067
pantech_c510,2561
pantech_g310c,2027
pantech_gf200,2020
pg_1410_ver1,2050
pg_3210_ver1,1130
qtek_a9100,1171
sagem_my401x,2119
sagem_myx-2,47
sagem_myx2-2m,1693
sagem_myx-3,3213
sagem_myx-5,3672
sagem_myx-6,48
sagem_myx-7,320
sagem_myx-8,1694
sagem_myx-8_ver1,1694
samsung_sgh_a736_ver1,2587
samsung_sgh-e215l,3293
samsung_gt-b3310,4156
samsung_gt-c3050c,3925
samsung_gt-i8000,4221
samsung_gt_m2310_ver1,3972
samsung_j700i_ver1,4166
samsung_m8800l_ver2,3830
samsung_s5230,3986
samsung_sgh-a127,2752
samsung_sgh-a437,3305
samsung_sgh-a706,1062
samsung_sgh-a707,1395
samsung_sgh-a717,2181
samsung_sgh-a727,2428
samsung_sgh-a737,2722
samsung_sgh-b110l,3370
samsung_sgh-c166,1150
samsung_sgh-c207,321
samsung_sgh-c207l,661
samsung_sgh-c266,1016
samsung_sgh-c406,682
samsung_sgh-c416,1471
samsung_sgh-c425,1061
samsung_sgh_c426_ver1,1160
samsung_sgh-d407,2259
samsung_sgh-d415,525
samsung_sgh-d500e,2129
samsung_sgh-d520,894
samsung_sgh-d807,2217
samsung_sgh-d820,1406
samsung_sgh-d830,850
samsung_sgh-d836,944
samsung_sgh-d880,2856
samsung_sgh-d900,709
samsung_sgh_e236_ver1,1189
samsung_sgh-e250,851
samsung_sgh-e256,1179
samsung_sgh-e315,1051
samsung_sgh-e316,311
samsung_sgh-e317,1052
samsung_sgh-e335,1060
samsung_sgh-e356,700
samsung_sgh-e376,701
samsung_sgh_e496_ver1,1153
sec_sgh_e576_ver1,1161
samsung_sgh-e600c,3188
samsung_sgh-e630,622
samsung_sgh-e635,1079
samsung_sgh-e730,558
samsung_sgh-e736,538
samsung_sgh-e740,2250
samsung_sgh-e746,2583
samsung_sgh-e770,573
samsung_sgh-e786,711
samsung_sgh-e810c,3314
samsung_sgh-e890,2187
samsung_sgh-e900,683
samsung_sgh-e910,4148
samsung_sgh-f210,3176
samsung_sgh_f250l_ver1,2582
samsung_sgh-f265l,2582
samsung_sgh_f275l_ver1,3369
samsung_sgh-f300,895
samsung_sgh-f300_ver1,895
samsung_sgh_f480l_ver1,3330
samsung_sgh-i321n,2073
samsung_sgh-i607,1352
samsung_sgh-i617,3193
samsung_sgh-i718,4101
samsung_sgh_i900,3586
samsung_sgh_i900_ver1,3602
samsung_sgh_j700_ver1,3266
samsung_sgh-m130l,3324
samsung_sgh-n105,1417
samsung_sgh-p107,1074
samsung_sgh-p520,2190
samsung_sgh-p735,501
samsung_sgh-r225,684
samsung_sgh-s100,531
samsung_sgh-s105,1438
samsung_sgh-s300,532
samsung_sgh-s307,1441
samsung_sgh-t209,2219
samsung_sgh-t219,2220
samsung_sgh-t229,3927
samsung_sgh-t309,1086
samsung_sgh-t319,2221
samsung_sgh-t329,2222
samsung_sgh-t339,3838
samsung_sgh-t409,2617
samsung_sgh-t429,3311
samsung_sgh-t439,3539
samsung_sgh-t459,3842
samsung_sgh-t509,1087
samsung_sgh_t519_ver1,943
samsung_sgh-t619,1089
samsung_sgh-t729,2670
samsung_sgh-t739,3831
samsung_sgh-t809,945
samsung_sgh-t819,3837
samsung_sgh-t919,3880
samsung_sgh_u600_ver1,888
samsung_sgh-u900,2755
samsung_sgh-v200,46
samsung_sgh-x426,157
samsung_sgh-x427,158
samsung_sgh-x480,342
samsung_sgh-x486,329
samsung_sgh-x496,2212
samsung_sgh-x497,1097
samsung_sgh-x566,1196
samsung_sgh-x576,2560
samsung_sgh-x636,609
samsung_sgh_x640_ver1,341
samsung_sgh-x656,710
samsung_sgh-x686,686
samsung_sgh-x820,887
samsung_sgh-x830,1193
samsung_sgh-x836,1162
samsung_sgh-z140,557
samsung_sgh-zv40,868
sendo_m550,1984
sendo_s600,1990
sendo_x,1994
siemens_a56i,662
siemens_a60,95
siemens_a62,688
siemens_a70,432
siemens_a71,439
siemens_c110,562
siemens_c56,160
siemens_c60,119
siemens_c65,235
siemens_c66-nafta,236
siemens_cf62,242
siemens_cv65,1299
siemens_cx65,92
siemens_m55,45
siemens_m56,165
siemens_mc60,118
siemens_s40,1281
siemens_s55,121
siemens_s56,164
siemens_s57c,145
siemens_s65,290
siemens_s66,291
siemens_sk65,489
siemens_sk65-rim,1304
siemens_sl55,162
siemens_sl65,259
siemens_sx1,96
sony_ericsson_c702,3129
sonyericsson_c902_ver1,3128
sony_ericsson_c903a,3941
sonyericsson_c905_ver1_suba,3404
sony_ericsson_g705,3581
sonyericsson_k300a_ver1,389
sonyericsson_k310a_ver1,663
sony_ericsson_k500i,241
sony_ericsson_k508i,618
sonyericsson_k510a_ver1,2532
sony_ericsson_k530i,2331
sonyericsson_k550i_ver1,796
sony_ericsson_k610,881
sony_ericsson_k660i,2616
sony_ericsson_k700i,543
sony_ericsson_k750i,583
sony_ericsson_k770i,2597
sonyericsson_k790_ver1_sub1,783
sony_ericsson_k800i,1043
sony_ericsson_k810i,2236
sonyericsson_k850i_ver1,2271
sony_ericsson_m600i,1041
sony_ericsson_p1i_ver1,1181
sony_ericsson_p800,70
sony_ericsson_p900i,43
sony_ericsson_p910i,287
sony_ericsson_p990i_ver1,1746
sonyericsson_r300a_ver1,3075
sony_ericsson_r306,3077
sonyericsson_s500i_ver1,2084
sony_ericsson_s700i,285
sony_ericsson_s710a,390
sony_ericsson_t237,275
sony_ericsson_t250a,3147
sony_ericsson_t250i,2509
sony_ericsson_t290a,365
sony_ericsson_t290i,307
sony_ericsson_t300,75
sonyericsson_t303_ver1_subr2cc001,3158
sony_ericsson_t600,73
sony_ericsson_t610,41
sony_ericsson_t616,153
sony_ericsson_t618,159
sony_ericsson_t630_ver1,76
sony_ericsson_t637,240
sony_ericsson_t68,42
sony_ericsson_t700,3443
sony_ericsson_tm506,3818
sony_ericsson_v630i,1116
sonyericsson_w200a_ver1,1172
sony_ericsson_w205a,3944
sonyeric_w300i_verr9a,643
sonyericsson_w350a_ver1,3131
sonyericsson_w380_ver1,3187
sonyericsson_w395_ver1,3900
sony_ericsson_w508a,4054
sony_ericsson_w550i,613
sonyericsson_w580i_ver0,2275
sonyericsson_w595,3431
sonyericsson_w600i_ver1,518
sonyericsson_w610i_ver1,882
sony_ericsson_w660i,2330
sony_ericsson_w700i,692
sonyericsson_w705a_ver1,3810
sonyericsson_w710i_ver1,798
sonyericsson_w760i_subr3aa,3079
sony_ericsson_w800i,386
sonyericsson_w810i_subr4ea,647
sony_ericsson_w830a,2782
sony_ericsson_w830i,2304
sony_ericsson_w850i,1038
sonyericsson_w880i_r6bc,1039
sony_ericsson_w890i,2615
sony_ericsson_w900i,589
sonyericsson_w910i_ver1,2264
sony_ericsson_w960i,2500
sonyericsson_w980_ver1,3127
sonyericsson_w995,3935
sony_ericsson_z200,77
sonyericsson_z250,2267
sonyericsson_z310a_ver1,2506
sony_ericsson_z320a,2527
sony_ericsson_z500a,216
sonyericsson_z520a_subr3c,511
sonyericsson_z530i_ver1,693
sonyericsson_z550a,880
sony_ericsson_z555a,3071
sonyericsson_z555i_ver1,3130
sony_ericsson_z600,74
sony_ericsson_z610i,1124
sonyericsson_z710i_ver1,3184
sonyericsson_z750a_ver1,2528
sonyericsson_z750i_ver1,2455
telit_g83,2654
nokia5530_ver1,4231
sonyericsson_c510a_ver1,3895
nokia_n95_ver1_sub_8gb_fl3,773
nokia_5800d_ver1,4174
nokia_6120c-moz,2420
nokia_e71_ver1,4116
samsung_e2210_ver1,4227
lg_kf755,3372
nokia_5700_ver1_sub,2158
nokia_2220,204
nokia_n85_ver1,3473
nokia_2690,4229
samsung_m8800l_ver1,4230
lg_gw300,4228
